   0.00000	    0.81783		    0.86760		    0.77712	
   0.05898	    0.81796		    0.86950		    0.77613	
   0.06796	    0.81797		    0.86982		    0.77593	
   0.07694	    0.81798		    0.87013		    0.77575	
   0.08592	    0.81798		    0.87045		    0.77555	
   0.09490	    0.81799		    0.87078		    0.77535	
   0.10388	    0.81799		    0.87111		    0.77515	
   0.11286	    0.81799		    0.87144		    0.77493	
   0.12183	    0.81799		    0.87179		    0.77471	
   0.13081	    0.81798		    0.87213		    0.77448	
   0.13978	    0.81798		    0.87249		    0.77424	
   0.14876	    0.81797		    0.87285		    0.77398	
   0.15773	    0.81795		    0.87322		    0.77372	
   0.16670	    0.81793		    0.87359		    0.77345	
   0.17567	    0.81791		    0.87397		    0.77317	
   0.18464	    0.81789		    0.87436		    0.77287	
   0.19361	    0.81786		    0.87476		    0.77257	
   0.20257	    0.81783		    0.87516		    0.77225	
   0.21154	    0.81779		    0.87558		    0.77192	
   0.22050	    0.81775		    0.87600		    0.77157	
   0.22946	    0.81771		    0.87643		    0.77121	
   0.23842	    0.81765		    0.87687		    0.77083	
   0.24738	    0.81760		    0.87732		    0.77044	
   0.25634	    0.81754		    0.87778		    0.77003	
   0.26529	    0.81747		    0.87826		    0.76960	
   0.27424	    0.81740		    0.87874		    0.76915	
   0.28319	    0.81732		    0.87923		    0.76869	
   0.29213	    0.81724		    0.87974		    0.76820	
   0.30108	    0.81714		    0.88026		    0.76769	
   0.31002	    0.81704		    0.88079		    0.76716	
   0.31895	    0.81694		    0.88134		    0.76660	
   0.32788	    0.81682		    0.88190		    0.76601	
   0.33681	    0.81670		    0.88247		    0.76540	
   0.34573	    0.81656		    0.88306		    0.76476	
   0.35465	    0.81642		    0.88367		    0.76408	
   0.36356	    0.81627		    0.88430		    0.76337	
   0.37247	    0.81611		    0.88494		    0.76263	
   0.38137	    0.81593		    0.88560		    0.76185	
   0.39026	    0.81575		    0.88629		    0.76103	
   0.39914	    0.81555		    0.88699		    0.76016	
   0.40802	    0.81534		    0.88772		    0.75925	
   0.41688	    0.81511		    0.88846		    0.75829	
   0.42574	    0.81488		    0.88924		    0.75728	
   0.43458	    0.81462		    0.89004		    0.75621	
   0.44341	    0.81435		    0.89086		    0.75508	
   0.45223	    0.81407		    0.89171		    0.75389	
   0.46102	    0.81376		    0.89260		    0.75263	
   0.46980	    0.81344		    0.89351		    0.75129	
   0.47856	    0.81310		    0.89445		    0.74987	
   0.48730	    0.81274		    0.89543		    0.74837	
   0.49601	    0.81236		    0.89645		    0.74677	
   0.50470	    0.81196		    0.89750		    0.74508	
   0.51335	    0.81153		    0.89859		    0.74328	
   0.52196	    0.81109		    0.89972		    0.74136	
   0.53053	    0.81062		    0.90089		    0.73932	
   0.53906	    0.81013		    0.90210		    0.73714	
   0.54754	    0.80962		    0.90335		    0.73482	
   0.55595	    0.80909		    0.90465		    0.73235	
   0.56431	    0.80854		    0.90599		    0.72971	
   0.57259	    0.80797		    0.90738		    0.72689	
   0.58078	    0.80739		    0.90881		    0.72388	
   0.58889	    0.80681		    0.91029		    0.72067	
   0.59689	    0.80621		    0.91181		    0.71725	
   0.60477	    0.80562		    0.91337		    0.71359	
   0.61252	    0.80504		    0.91496		    0.70969	
   0.62013	    0.80447		    0.91659		    0.70554	
   0.62758	    0.80394		    0.91825		    0.70112	
   0.63485	    0.80345		    0.91993		    0.69642	
   0.64192	    0.80302		    0.92163		    0.69144	
   0.64879	    0.80266		    0.92334		    0.68616	
   0.65542	    0.80239		    0.92505		    0.68059	
   0.66180	    0.80223		    0.92676		    0.67473	
   0.66791	    0.80219		    0.92845		    0.66857	
   0.67375	    0.80229		    0.93012		    0.66213	
   0.67929	    0.80253		    0.93176		    0.65543	
   0.68453	    0.80293		    0.93336		    0.64847	
   0.68946	    0.80350		    0.93491		    0.64128	
   0.69408	    0.80423		    0.93642		    0.63389	
   0.69841	    0.80512		    0.93787		    0.62631	
   0.70245	    0.80617		    0.93927		    0.61858	
   0.70621	    0.80736		    0.94061		    0.61070	
   0.70972	    0.80869		    0.94190		    0.60272	
   0.71298	    0.81014		    0.94314		    0.59463	
   0.71603	    0.81170		    0.94433		    0.58647	
   0.71887	    0.81336		    0.94546		    0.57824	
   0.72154	    0.81511		    0.94656		    0.56996	
   0.72405	    0.81693		    0.94761		    0.56163	
   0.72641	    0.81881		    0.94862		    0.55326	
   0.72864	    0.82074		    0.94960		    0.54487	
   0.73077	    0.82271		    0.95054		    0.53645	
   0.73280	    0.82473		    0.95146		    0.52801	
   0.73475	    0.82677		    0.95234		    0.51954	
   0.73662	    0.82883		    0.95321		    0.51107	
   0.73843	    0.83092		    0.95405		    0.50258	
   0.74020	    0.83301		    0.95486		    0.49408	
   0.74192	    0.83512		    0.95566		    0.48557	
   0.74361	    0.83724		    0.95644		    0.47705	
   0.74527	    0.83936		    0.95721		    0.46853	
   0.74691	    0.84148		    0.95796		    0.46000	
   0.74854	    0.84360		    0.95869		    0.45146	
   0.75017	    0.84572		    0.95941		    0.44292	
   0.75179	    0.84783		    0.96012		    0.43438	
   0.75342	    0.84995		    0.96082		    0.42584	
   0.75506	    0.85206		    0.96151		    0.41729	
   0.75671	    0.85416		    0.96220		    0.40875	
   0.75838	    0.85626		    0.96287		    0.40021	
   0.76007	    0.85836		    0.96354		    0.39167	
   0.76179	    0.86045		    0.96419		    0.38313	
   0.76354	    0.86254		    0.96485		    0.37460	
   0.76532	    0.86462		    0.96549		    0.36607	
   0.76714	    0.86670		    0.96613		    0.35755	
   0.76901	    0.86878		    0.96677		    0.34904	
   0.77092	    0.87085		    0.96741		    0.34053	
   0.77288	    0.87292		    0.96804		    0.33204	
   0.77489	    0.87499		    0.96866		    0.32356	
   0.77697	    0.87707		    0.96929		    0.31509	
   0.77910	    0.87914		    0.96991		    0.30664	
   0.78130	    0.88122		    0.97053		    0.29820	
   0.78356	    0.88330		    0.97115		    0.28979	
   0.78590	    0.88538		    0.97177		    0.28139	
   0.78832	    0.88747		    0.97238		    0.27302	
   0.79082	    0.88957		    0.97300		    0.26467	
   0.79341	    0.89168		    0.97362		    0.25636	
   0.79608	    0.89380		    0.97424		    0.24807	
   0.79885	    0.89593		    0.97486		    0.23982	
   0.80171	    0.89807		    0.97548		    0.23161	
   0.80468	    0.90023		    0.97611		    0.22343	
   0.80776	    0.90241		    0.97673		    0.21530	
   0.81095	    0.90460		    0.97736		    0.20722	
   0.81426	    0.90682		    0.97799		    0.19920	
   0.81768	    0.90905		    0.97863		    0.19123	
   0.82124	    0.91132		    0.97927		    0.18332	
   0.82492	    0.91361		    0.97991		    0.17548	
   0.82874	    0.91592		    0.98055		    0.16772	
   0.83269	    0.91827		    0.98120		    0.16003	
   0.83679	    0.92065		    0.98186		    0.15243	
   0.84103	    0.92306		    0.98251		    0.14493	
   0.84542	    0.92551		    0.98317		    0.13752	
   0.84997	    0.92799		    0.98384		    0.13021	
   0.85466	    0.93052		    0.98451		    0.12302	
   0.85952	    0.93308		    0.98518		    0.11594	
   0.86452	    0.93568		    0.98586		    0.10900	
   0.86969	    0.93832		    0.98654		    0.10218	
   0.87501	    0.94101		    0.98722		    0.09550	
   0.88049	    0.94374		    0.98790		    0.08897	
   0.88611	    0.94652		    0.98859		    0.08259	
   0.89189	    0.94934		    0.98928		    0.07637	
   0.89782	    0.95220		    0.98997		    0.07030	
   0.90389	    0.95511		    0.99066		    0.06440	
   0.91009	    0.95806		    0.99135		    0.05867	
   0.91643	    0.96106		    0.99204		    0.05312	
   0.92290	    0.96410		    0.99273		    0.04773	
   0.92949	    0.96718		    0.99341		    0.04252	
   0.93619	    0.97031		    0.99410		    0.03749	
   0.94300	    0.97348		    0.99478		    0.03262	
   0.94991	    0.97669		    0.99545		    0.02794	
   0.95692	    0.97994		    0.99613		    0.02342	
   0.96401	    0.98323		    0.99679		    0.01907	
   0.97119	    0.98657		    0.99746		    0.01489	
   0.97844	    0.98993		    0.99811		    0.01086	
   0.98575	    0.99334		    0.99876		    0.00700	
   0.99313	    0.99679		    0.99941		    0.00329	
   0.99708	    0.99863		    0.99975		    0.00138	
   0.99918	    0.99962		    0.99993		    0.00038	
   0.99984	    0.99993		    0.99999		    0.00007	
   0.99998	    0.99999		    1.00000		    0.00001	
