	0 0.699 0.743 0.705
    0.04798		0.69908		0.74391		0.70557	
	0.04886		0.69916		0.744		0.70563	
	0.04974		0.69923		0.74409		0.70569	
	0.05061		0.69931		0.74418		0.70575	
	0.05149		0.69938		0.74427		0.70581	
	0.05237		0.69946		0.74436		0.70586	
	0.05325		0.69953		0.74445		0.70592	
	0.05413		0.6996		0.74454		0.70598	
	0.055		0.69968		0.74463		0.70604	
	0.05588		0.69976		0.74472		0.7061	
	0.05676		0.69983		0.74481		0.70616	
	0.05764		0.6999		0.7449		0.70622	
	0.05851		0.69998		0.74499		0.70628	
	0.05939		0.70006		0.74508		0.70634	
	0.06027		0.70013		0.74517		0.70639	
	0.06115		0.7002		0.74526		0.70645	
	0.06202		0.70028		0.74535		0.70651	
	0.0629		0.70036		0.74544		0.70657	
	0.06378		0.70043		0.74553		0.70663	
	0.06466		0.70051		0.74562		0.70669	
	0.06553		0.70058		0.74571		0.70675	
	0.06641		0.70066		0.7458		0.70681	
	0.06729		0.70073		0.74589		0.70687	
	0.06817		0.70081		0.74598		0.70692	
	0.06904		0.70088		0.74608		0.70698	
	0.06992		0.70096		0.74617		0.70704	
	0.0708		0.70104		0.74626		0.7071	
	0.07168		0.70111		0.74635		0.70716	
	0.07255		0.70119		0.74644		0.70722	
	0.07343		0.70126		0.74653		0.70728	
	0.07431		0.70134		0.74662		0.70734	
	0.07518		0.70141		0.74671		0.7074	
	0.07606		0.70149		0.74681		0.70746	
	0.07694		0.70157		0.7469		0.70752	
	0.07782		0.70164		0.74699		0.70757	
	0.07869		0.70172		0.74708		0.70763	
	0.07957		0.70179		0.74717		0.70769	
	0.08045		0.70187		0.74726		0.70775	
	0.08132		0.70195		0.74736		0.70781	
	0.0822		0.70202		0.74745		0.70787	
	0.08308		0.7021		0.74754		0.70793	
	0.08395		0.70218		0.74763		0.70799	
	0.08483		0.70225		0.74772		0.70805	
	0.08571		0.70233		0.74782		0.70811	
	0.08658		0.70241		0.74791		0.70817	
	0.08746		0.70248		0.748		0.70823	
