	0.0019		0.99417		0.99585		0.99342
	0.0028		0.99417		0.99585		0.99342
	0.0037		0.99417		0.99585		0.99341
	0.0046		0.99417		0.99585		0.99341
	0.0055		0.99417		0.99585		0.9934
	0.0064		0.99416		0.99585		0.9934
	0.0073		0.99416		0.99585		0.99339
	0.0082		0.99416		0.99585		0.99339
	0.0091		0.99416		0.99585		0.99339
	0.01		0.99415		0.99585		0.99338
	0.0109		0.99415		0.99585		0.99338
	0.0118		0.99415		0.99585		0.99337
	0.0127		0.99415		0.99585		0.99337
	0.0136		0.99415		0.99585		0.99336
	0.0145		0.99414		0.99585		0.99336
	0.0154		0.99414		0.99584		0.99336
	0.0163		0.99414		0.99584		0.99335
	0.0172		0.99414		0.99584		0.99335
	0.0181		0.99413		0.99584		0.99334
	0.019		0.99413		0.99584		0.99334
	0.0199		0.99413		0.99584		0.99333
	0.0208		0.99413		0.99584		0.99333
	0.0217		0.99412		0.99584		0.99332
	0.0226		0.99412		0.99584		0.99332
	0.0235		0.99412		0.99584		0.99331
	0.0244		0.99412		0.99584		0.99331
	0.0253		0.99412		0.99584		0.99331
	0.0262		0.99411		0.99584		0.9933
	0.0271		0.99411		0.99584		0.9933
	0.028		0.99411		0.99584		0.99329
	0.0289		0.99411		0.99584		0.99329
	0.0298		0.9941		0.99584		0.99328
	0.0307		0.9941		0.99584		0.99328
	0.0316		0.9941		0.99584		0.99327
	0.0325		0.9941		0.99584		0.99327
	0.0334		0.99409		0.99584		0.99326
	0.0343		0.99409		0.99584		0.99326
	0.0352		0.99409		0.99584		0.99325
	0.0361		0.99409		0.99583		0.99325
	0.037		0.99408		0.99583		0.99324
	0.0379		0.99408		0.99583		0.99324
	0.0388		0.99408		0.99583		0.99323
	0.0397		0.99408		0.99583		0.99323
	0.0406		0.99407		0.99583		0.99322
	0.0415		0.99407		0.99583		0.99322
	0.0424		0.99407		0.99583		0.99321
	0.0433		0.99407		0.99583		0.99321
	0.0442		0.99406		0.99583		0.9932
	0.0451		0.99406		0.99583		0.9932
	0.046		0.99406		0.99583		0.99319
	0.0469		0.99406		0.99583		0.99319
	0.0478		0.99405		0.99583		0.99318
	0.0487		0.99405		0.99583		0.99318
	0.0496		0.99405		0.99583		0.99317
	0.0505		0.99405		0.99583		0.99317
	0.0514		0.99404		0.99583		0.99316
	0.0523		0.99404		0.99583		0.99316
	0.0532		0.99404		0.99583		0.99315
	0.0541		0.99404		0.99583		0.99315
	0.055		0.99403		0.99582		0.99314
	0.0559		0.99403		0.99582		0.99314
	0.0568		0.99403		0.99582		0.99313
	0.0577		0.99403		0.99582		0.99313
	0.0586		0.99402		0.99582		0.99312
	0.0595		0.99402		0.99582		0.99312
	0.0604		0.99402		0.99582		0.99311
