 0.00000	    0.70365		    0.71253		    0.67694	
   0.05884	    0.70674		    0.71720		    0.67921	
   0.06766	    0.70723		    0.71795		    0.67957	
   0.07649	    0.70771		    0.71868		    0.67992	
   0.08531	    0.70819		    0.71943		    0.68028	
   0.09414	    0.70868		    0.72018		    0.68063	
   0.10295	    0.70918		    0.72094		    0.68099	
   0.11177	    0.70967		    0.72170		    0.68136	
   0.12058	    0.71017		    0.72247		    0.68172	
   0.12939	    0.71068		    0.72325		    0.68209	
   0.13820	    0.71119		    0.72404		    0.68246	
   0.14700	    0.71170		    0.72484		    0.68283	
   0.15580	    0.71221		    0.72564		    0.68320	
   0.16460	    0.71273		    0.72646		    0.68358	
   0.17339	    0.71326		    0.72728		    0.68396	
   0.18218	    0.71378		    0.72811		    0.68434	
   0.19097	    0.71431		    0.72895		    0.68472	
   0.19975	    0.71485		    0.72980		    0.68510	
   0.20853	    0.71539		    0.73065		    0.68549	
   0.21730	    0.71593		    0.73152		    0.68588	
   0.22607	    0.71647		    0.73240		    0.68627	
   0.23484	    0.71702		    0.73328		    0.68666	
   0.24360	    0.71758		    0.73418		    0.68705	
   0.25236	    0.71814		    0.73509		    0.68745	
   0.26111	    0.71870		    0.73600		    0.68785	
   0.26986	    0.71926		    0.73693		    0.68825	
   0.27860	    0.71983		    0.73787		    0.68865	
   0.28734	    0.72041		    0.73882		    0.68906	
   0.29607	    0.72099		    0.73978		    0.68946	
   0.30480	    0.72157		    0.74076		    0.68987	
   0.31352	    0.72216		    0.74174		    0.69028	
   0.32224	    0.72275		    0.74274		    0.69069	
   0.33095	    0.72334		    0.74375		    0.69110	
   0.33966	    0.72394		    0.74478		    0.69151	
   0.34835	    0.72454		    0.74582		    0.69192	
   0.35705	    0.72515		    0.74687		    0.69234	
   0.36573	    0.72576		    0.74793		    0.69275	
   0.37441	    0.72637		    0.74901		    0.69317	
   0.38309	    0.72699		    0.75011		    0.69359	
   0.39175	    0.72761		    0.75122		    0.69400	
   0.40041	    0.72823		    0.75235		    0.69442	
   0.40906	    0.72886		    0.75349		    0.69483	
   0.41770	    0.72949		    0.75465		    0.69525	
   0.42634	    0.73012		    0.75583		    0.69567	
   0.43497	    0.73076		    0.75703		    0.69608	
   0.44358	    0.73140		    0.75825		    0.69649	
   0.45219	    0.73205		    0.75948		    0.69690	
   0.46079	    0.73269		    0.76074		    0.69731	
   0.46938	    0.73334		    0.76201		    0.69772	
   0.47795	    0.73399		    0.76331		    0.69812	
   0.48652	    0.73464		    0.76463		    0.69852	
   0.49508	    0.73529		    0.76597		    0.69891	
   0.50362	    0.73595		    0.76734		    0.69930	
   0.51215	    0.73660		    0.76873		    0.69968	
   0.52067	    0.73726		    0.77015		    0.70006	
