	0.0019		0.94518		0.96018		0.93943
	0.0028		0.94517		0.96018		0.93941
	0.0037		0.94516		0.96018		0.93938
	0.0046		0.94515		0.96018		0.93936
	0.0055		0.94514		0.96018		0.93933
	0.0064		0.94513		0.96019		0.93931
	0.00729		0.94512		0.96019		0.93928
	0.00819		0.94511		0.96019		0.93926
	0.00909		0.9451		0.96019		0.93923
	0.00999		0.94509		0.96019		0.93921
	0.01089		0.94507		0.96019		0.93918
	0.01179		0.94506		0.9602		0.93915
	0.01269		0.94505		0.9602		0.93913
	0.01359		0.94504		0.9602		0.9391
	0.01449		0.94503		0.9602		0.93908
	0.01539		0.94502		0.9602		0.93905
	0.01629		0.94501		0.9602		0.93902
	0.01718		0.945		0.96021		0.939
	0.01808		0.94499		0.96021		0.93897
	0.01898		0.94498		0.96021		0.93895
	0.01988		0.94497		0.96021		0.93892
	0.02078		0.94496		0.96021		0.93889
	0.02168		0.94495		0.96022		0.93887
	0.02258		0.94493		0.96022		0.93884
	0.02348		0.94492		0.96022		0.93881
	0.02438		0.94491		0.96022		0.93879
	0.02528		0.9449		0.96022		0.93876
	0.02618		0.94489		0.96022		0.93873
	0.02708		0.94488		0.96023		0.93871
	0.02797		0.94487		0.96023		0.93868
	0.02887		0.94486		0.96023		0.93865
	0.02977		0.94485		0.96023		0.93863
	0.03067		0.94483		0.96023		0.9386
	0.03157		0.94482		0.96024		0.93857
	0.03247		0.94481		0.96024		0.93854
	0.03337		0.9448		0.96024		0.93852
	0.03427		0.94479		0.96024		0.93849
	0.03517		0.94478		0.96024		0.93846
	0.03607		0.94477		0.96025		0.93843
	0.03696		0.94475		0.96025		0.9384
	0.03786		0.94474		0.96025		0.93838
	0.03876		0.94473		0.96025		0.93835
	0.03966		0.94472		0.96025		0.93832
	0.04056		0.94471		0.96025		0.93829
	0.04146		0.9447		0.96026		0.93826
	0.04236		0.94468		0.96026		0.93823
	0.04326		0.94467		0.96026		0.93821
	0.04416		0.94466		0.96026		0.93818
	0.04506		0.94465		0.96026		0.93815
	0.04596		0.94464		0.96027		0.93812
	0.04685		0.94463		0.96027		0.93809
	0.04775		0.94461		0.96027		0.93806
	0.04865		0.9446		0.96027		0.93803
	0.04955		0.94459		0.96027		0.938
	0.05045		0.94458		0.96028		0.93797
	0.05135		0.94457		0.96028		0.93794
	0.05225		0.94455		0.96028		0.93791
	0.05315		0.94454		0.96028		0.93788
	0.05405		0.94453		0.96028		0.93785
	0.05494		0.94452		0.96029		0.93782
	0.05584		0.94451		0.96029		0.93779
	0.05674		0.94449		0.96029		0.93776
	0.05764		0.94448		0.96029		0.93773
	0.05854		0.94447		0.96029		0.9377
	0.05944		0.94446		0.9603		0.93767
	0.06034		0.94445		0.9603		0.93764
	0.06124		0.94443		0.9603		0.93761
	0.06214		0.94442		0.9603		0.93758
	0.06303		0.94441		0.96031		0.93755
	0.06393		0.9444		0.96031		0.93752
	0.06483		0.94438		0.96031		0.93749
	0.06573		0.94437		0.96031		0.93746
	0.06663		0.94436		0.96031		0.93742
	0.06753		0.94435		0.96032		0.93739
	0.06843		0.94433		0.96032		0.93736
	0.06933		0.94432		0.96032		0.93733
	0.07023		0.94431		0.96032		0.9373
	0.07112		0.9443		0.96032		0.93727
	0.07202		0.94428		0.96033		0.93723
	0.07292		0.94427		0.96033		0.9372
	0.07382		0.94426		0.96033		0.93717
	0.07472		0.94424		0.96033		0.93714
	0.07562		0.94423		0.96034		0.93711
	0.07652		0.94422		0.96034		0.93707
	0.07742		0.94421		0.96034		0.93704
	0.07831		0.94419		0.96034		0.93701
	0.07921		0.94418		0.96034		0.93698
	0.08011		0.94417		0.96035		0.93694
	0.08101		0.94415		0.96035		0.93691
	0.08191		0.94414		0.96035		0.93688
	0.08281		0.94413		0.96035		0.93684
	0.08371		0.94411		0.96036		0.93681
	0.08461		0.9441		0.96036		0.93678
	0.0855		0.94409		0.96036		0.93674
	0.0864		0.94407		0.96036		0.93671
	0.0873		0.94406		0.96037		0.93667
	0.0882		0.94405		0.96037		0.93664
	0.0891		0.94403		0.96037		0.93661
	0.09		0.94402		0.96037		0.93657
	0.0909		0.94401		0.96038		0.93654
	0.0918		0.94399		0.96038		0.9365
	0.09269		0.94398		0.96038		0.93647
	0.09359		0.94397		0.96038		0.93643
	0.09449		0.94395		0.96038		0.9364
	0.09539		0.94394		0.96039		0.93636
	0.09629		0.94393		0.96039		0.93633
	0.09719		0.94391		0.96039		0.93629
	0.09809		0.9439		0.96039		0.93626
	0.09898		0.94388		0.9604		0.93622
	0.09988		0.94387		0.9604		0.93619
	0.10078		0.94386		0.9604		0.93615
	0.10168		0.94384		0.9604		0.93612
	0.10258		0.94383		0.96041		0.93608
	0.10348		0.94381		0.96041		0.93604
	0.10438		0.9438		0.96041		0.93601
	0.10527		0.94379		0.96041		0.93597
	0.10617		0.94377		0.96042		0.93593
	0.10707		0.94376		0.96042		0.9359
	0.10797		0.94374		0.96042		0.93586
	0.10887		0.94373		0.96042		0.93582
	0.10977		0.94371		0.96043		0.93579
	0.11067		0.9437		0.96043		0.93575
	0.11156		0.94369		0.96043		0.93571
	0.11246		0.94367		0.96044		0.93567
	0.11336		0.94366		0.96044		0.93564
	0.11426		0.94364		0.96044		0.9356
	0.11516		0.94363		0.96044		0.93556
	0.11606		0.94361		0.96045		0.93552
	0.11696		0.9436		0.96045		0.93548
	0.11785		0.94358		0.96045		0.93545
	0.11875		0.94357		0.96045		0.93541
	0.11965		0.94355		0.96046		0.93537
	0.12055		0.94354		0.96046		0.93533
	0.12145		0.94352		0.96046		0.93529
	0.12235		0.94351		0.96046		0.93525
	0.12324		0.94349		0.96047		0.93521
	0.12414		0.94348		0.96047		0.93517
	0.12504		0.94346		0.96047		0.93513
	0.12594		0.94345		0.96048		0.93509
	0.12684		0.94343		0.96048		0.93505
	0.12774		0.94342		0.96048		0.93501
	0.12863		0.9434		0.96048		0.93497
	0.12953		0.94339		0.96049		0.93493
	0.13043		0.94337		0.96049		0.93489
	0.13133		0.94336		0.96049		0.93485
	0.13223		0.94334		0.9605		0.93481
	0.13313		0.94333		0.9605		0.93477
	0.13402		0.94331		0.9605		0.93473
	0.13492		0.9433		0.9605		0.93469
	0.13582		0.94328		0.96051		0.93465
